title,company,location,description,category
Senior Software Engineer - Architect SAP,Bristol Myers Squibb,"Hyderabad, Telangana","BMS Hyderabad is an integrated global hub where our work is focused on helping patients prevail over serious diseases by building sustainable and innovative solutions. This important science, technology, and innovation center will support a range of technology and drug development activities that will help us usher in the next wave of innovation. Key Responsibilities: Provide day-to-day support for SAP systems, including system monitoring, performance tuning, and troubleshooting. Take ownership…",IT Jobs
Senior Associate - Lead Software Engineer,Deutsche Börse Group,"Hyderabad, Telangana","Job Description: About Deutsche Börse Group: Headquartered in Frankfurt, Germany, Deutsche Börse Group is a leading international exchange organization and market infrastructure provider. They empower investors, financial institutions, and companies by facilitating access to global capital markets. Their India center is located in Hyderabad, serves as a key strategic hub and comprises Indias top-tier tech talent. They focus on crafting advanced IT solutions that elevate market infrastructure an…",IT Jobs
Software Engineer II (Cloud /AI),Best Buy,"Bangalore, Karnataka","Key Responsibilities: Contribute to the delivery of complex solutions, breaking down big problems into smaller pieces Actively participate in team planning activities Help ensure the quality and integrity of the SDLC for their team and identify opportunities for improvement in how the team works, through usage of recommended tools and practices. Able to triage complex issues independently Aware of the technology landscape, help to plan delivery of coarse-grained business needs spanning multiple…",IT Jobs
Senior Associate - Lead Software Engineer,Deutsche Börse Group,"Hyderabad, Telangana","About Deutsche Börse Group: Headquartered in Frankfurt, Germany, Deutsche Börse Group is a leading international exchange organization and market infrastructure provider. They empower investors, financial institutions, and companies by facilitating access to global capital markets. Their India center is located in Hyderabad, serves as a key strategic hub and comprises Indias top-tier tech talent. They focus on crafting advanced IT solutions that elevate market infrastructure and services. Deuts…",IT Jobs
Senior Software Engineer (UI Developer),Sabre,"Bangalore, Karnataka","Responsibilities: Code, and develop new features/fix bugs/add enhancements Work with Product team to understand the requirements. Work with QA Engineers to create and implement automated tests. Address and improve any technical issues. Work with Architects and Engineers in a supportive environment, where mentoring will be provided. Maintain thorough and well-written documentation at a high project level, as well as at the coding level. Bring in a AI-first mindset to extend AI adoption in the SD…",IT Jobs
Senior Software Engineer II_IHC426,Marriott Tech Accelerator,"Hyderabad, Telangana","About Us: Marriott International Inc. , headquartered in Bethesda, Maryland, USA, was founded in May 1927 by J. Willard Marriott and Alice S. Marriott with a modest nine-seat A&W root beer stand. Guided by the family's leadership and core principles, Marriott International today has grown into a global hospitality giant, operating approximately 9,000 properties and over 30 leading brands in more than 140 countries and territories. From such humble beginnings to becoming the worlds largest hotel…",IT Jobs
Senior Software Engineer – Cloud & API Platforms,Aptonet,India,"Senior Software Engineer – Cloud & API Platforms Location: Offshore – India Experience: 8 Years Employment Type: Contract Role Overview We are looking for a highly skilled Senior Software Engineer to join a collaborative, fast-paced engineering team building and modernizing an internal actuarial cloud platform . This role combines cloud-first API development with legacy system support , offering a unique opportunity to work on enterprise-scale systems used globally. You will play a key role in …",IT Jobs
"Software Engineer I, Workday Integrations and Reporting",Bristol Myers Squibb,"Hyderabad, Telangana","BMS Hyderabad is an integrated global hub where our work is focused on helping patients prevail over serious diseases by building sustainable and innovative solutions. This important science, technology, and innovation center will support a range of technology and drug development activities that will help us usher in the next wave of innovation. Position Summary The Software Engineer, Workday Integrations and Reporting will be responsible for managing the Workday integrations. This role will b…",IT Jobs
Senior Software Engineer (Oracle Retail Applications),lululemon India Tech Hub,"Bangalore, Karnataka","Bachelors degree in computer science/engineering or equivalent 5-8 years of software engineering experience Experience designing and developing software solutions Strong software development fundamentals including automated testing, source control, continuous integration in addition to continuous delivery and/or deployment. Excellent written and verbal communication skills Passion for solving problems and strong curiosity to understand how things work Must-haves: Experience in working with Orac…",IT Jobs
Oracle Retail Application - Sr. Software Engineer,lululemon India Tech Hub,"Bangalore, Karnataka","Bachelors degree in computer science/engineering or equivalent 5-8 years of software engineering experience Experience designing and developing software solutions Strong software development fundamentals including automated testing, source control, continuous integration in addition to continuous delivery and/or deployment. Excellent written and verbal communication skills Passion for solving problems and strong curiosity to understand how things work Must-haves: Experience in working with Orac…",IT Jobs
Sr. Software Engineer (Oracle Retail Applications),lululemon India Tech Hub,"Bangalore, Karnataka","Bachelors degree in computer science/engineering or equivalent 5-8 years of software engineering experience Experience designing and developing software solutions Strong software development fundamentals including automated testing, source control, continuous integration in addition to continuous delivery and/or deployment. Excellent written and verbal communication skills Passion for solving problems and strong curiosity to understand how things work Must-haves: Experience in working with Orac…",IT Jobs
Drupal PHP Full Stack Software Engineer,Smart Commerce Solutions Pvt. Ltd.,"Bangalore, Karnataka","Company Description Smart Commerce Solutions Pvt. Ltd. specializes in product development and automating business processes on Web and Mobile for businesses using our proprietary Low Code Platform. Our offerings caters to Startups, SMEs, and large corporations. We prioritise building products that serve businesses and are tailored to their specific needs. Our focus is on delivering neat, compact, comprehensive, and affordable solutions. Role Description As a Full Stack Software Engineer, you wi…",IT Jobs
"Software Engineer II, GPS Data Solutions",Bristol Myers Squibb,"Hyderabad, Telangana","Introduction to BMS Bristol-Myers Squibb is a global Biopharma company committed to a single mission: to discover, develop, and deliver innovative medicines focused on helping millions of patients around the world in disease areas such as oncology, cardiovascular, immunoscience and fibrosis. Join us and make a difference. We hire the best people and provide them with a work environment that places a premium on diversity, integrity, collaboration and personal development. Through a culture of in…",IT Jobs
Senior Software Engineer - Gen AI Applications,iQuanti,"Bangalore, Karnataka","Role Overview Join iQuanti’s Technology & AI (TAI) team to create GenAI-powered digital products that revolutionize marketing performance and accelerate our AI-first transformation. As a Senior Software Engineer, you’ll drive full-cycle development; from scalable backends to intelligent AI integrations, delivering secure, high-impact solutions across platforms. What You’ll Be Doing • Design, develop, and maintain scalable cloud-based (SaaS) applications. • Develop and integrate Generative AI ca…",IT Jobs
"Senior Software Engineer, Data Capability Group",Bristol Myers Squibb,"Hyderabad, Telangana","BMS Hyderabad is an integrated global hub where our work is focused on helping patients prevail over serious diseases by building sustainable and innovative solutions. This important science, technology, and innovation center will support a range of technology and drug development activities that will help us usher in the next wave of innovation. Purpose We are seeking a Senior Software Engineer to design, develop and support a variety of internally developed applications, tools and platforms f…",Scientific & QA Jobs
Senior Software Engineer II -2026_423,Marriott Tech Accelerator,"Hyderabad, Telangana","About Us: Marriott International Inc., headquartered in Bethesda, Maryland, USA, was founded in May 1927 by J. Willard Marriott and Alice S. Marriott with a modest nine-seat A&W root beer stand. Guided by the family's leadership and core principles, Marriott International today has grown into a global hospitality giant, operating approximately 9,000 properties and over 30 leading brands in more than 140 countries and territories. From such humble beginnings to becoming the worlds largest hotel …",IT Jobs
Senior Software Engineer I - 2026_422,Marriott Tech Accelerator,"Hyderabad, Telangana","About Us: Marriott International Inc., headquartered in Bethesda, Maryland, USA, was founded in May 1927 by J. Willard Marriott and Alice S. Marriott with a modest nine-seat A&W root beer stand. Guided by the family's leadership and core principles, Marriott International today has grown into a global hospitality giant, operating approximately 9,000 properties and over 30 leading brands in more than 140 countries and territories. From such humble beginnings to becoming the worlds largest hotel …",IT Jobs
Senior Software Engineer I - 2026_424,Marriott Tech Accelerator,"Hyderabad, Telangana","About Us: Marriott International Inc., headquartered in Bethesda, Maryland, USA, was founded in May 1927 by J. Willard Marriott and Alice S. Marriott with a modest nine-seat A&W root beer stand. Guided by the family's leadership and core principles, Marriott International today has grown into a global hospitality giant, operating approximately 9,000 properties and over 30 leading brands in more than 140 countries and territories. From such humble beginnings to becoming the worlds largest hotel …",IT Jobs
"Senior Software Engineer, Supply Chain Planning",Bristol Myers Squibb,"Hyderabad, Telangana","Title : Senior Software Engineer, Supply Chain Planning Grade Level EG 100 Working With Us Challenging. Meaningful. Life-changing. Those arent words that are usually associated with a job. But working at Bristol Myers Squibb is anything but usual. Here, uniquely interesting work happens every day, in every department. From optimizing a production line to the latest breakthroughs in cell therapy, this is work that transforms the lives of patients, and the careers of those who do it. Youll get th…",IT Jobs
"Software Engineer II, Enterprise Integration Developer",Bristol Myers Squibb,"Hyderabad, Telangana","BMS Hyderabad is an integrated global hub where our work is focused on helping patients prevail over serious diseases by building sustainable and innovative solutions. This important science, technology, and innovation center will support a range of technology and drug development activities that will help us usher in the next wave of innovation. Position Summary As a Software Engineer, you will work with a team of Bristol Myers Squibb and Service Providers resources to provide day-to-day in de…",IT Jobs
Senior Software Engineer I- 2026_371,Marriott Tech Accelerator,"Hyderabad, Telangana","About Marriott: Marriott Tech Accelerator is part of Marriott International, a global leader in hospitality. Marriott International, Inc. is a leading American multinational company that operates a vast array of lodging brands, including hotels and residential properties. It consists of over 30 well-known brands and nearly 8,900 properties situated in 141 countries and territories. Role Title: Senior Software Engineer I- 2026_371 Experience Range: 5 years. Work location: Hyderabad, India. Work …",IT Jobs
Senior Software Engineer II- 2026_374,Marriott Tech Accelerator,"Hyderabad, Telangana","About Marriott: Marriott Tech Accelerator is part of Marriott International, a global leader in hospitality. Marriott International, Inc. is a leading American multinational company that operates a vast array of lodging brands, including hotels and residential properties. It consists of over 30 well-known brands and nearly 8,900 properties situated in 141 countries and territories. Role Title: Senior Software Engineer II- 2026_374 Experience Range: 7 years. Work location: Hyderabad, India. Work…",IT Jobs
Software Engineer E5/E6 - AI/ML,Whatfix,"Bangalore, Karnataka","Who are we? Whatfix is an AI platform advancing the “userization” of enterprise applications, empowering companies to maximize the ROI of their digital investments. Technology needs adoption. It’s no different for AI. As AI reshapes roles, workflows, and human-machine interactions, it also introduces new layers of complexity and user friction. This is where Whatfix plays a pivotal role. A decade old DNA of empowering people to succeed with technology and not replacing them. We call this philoso…",IT Jobs
Senior Software Engineer - Network Security Developer,Happiest Minds Technologies,"Bangalore, Karnataka","Role: Technical Lead Developer Experience: 8 to 16 Years Location : Bangalore Role Summary We are seeking experienced professionals to take on the role focused on L2/L3 networking protocol development. The ideal candidate will have deep expertise in C programming, Linux environments, and protocol-level software design. This role involves leading design, development, debugging, and optimization of networking features across multiple platforms and open networking systems. Key Responsibilities Lea…",IT Jobs
Software Engineer Level 3-Front end,Costco,"Hyderabad, Telangana","Job Description: Position Summary: Global Digital Experience (GDX) is looking for a passionate level 3 front-end engineer eager to solve complex problems at a global scale. At Costco, we're building the next generation of retail technology, and we need talented individuals to drive our digital transformation. We're a company that not only delivers exceptional value to millions of members worldwide but also deeply values its employees, fosters a culture of innovation, and offers genuine opportun…",IT Jobs
Senior Software Engineer - Cloud Infrastructure Reliability,Under Armour India,"Bangalore, Karnataka","PURPOSE OF ROLE: TheSite Reliability Engineering (SRE) team at UnderArmourdrives continuous improvements in performance, resiliency, and operational excellence across our technology platforms. We take a consultative,engineering firstapproach to reliability-partnering closely withcross functionalteams to deliver guidance, automation, and best practices that improve the scalability, stability, and reliability of the services that power our products and digital experiences. We are seeking aSite Re…",IT Jobs
Senior Software Engineer-Network Security Developement,ACL Digital,"Karnataka, India","Dear Connections, ACL Digital is hiring permanent job for Network Security Developer for Bangalore location. Job Title: Network Security Developer Experience: 8 – 12 Years Location: Bangalore Notice Period: Immediate / Short Notice Preferred Job Summary We are looking for an experienced Network Security Developer with strong expertise in VPN, SD-WAN, and network security protocols . The ideal candidate will have deep knowledge of system-level programming, cryptography, and large-scale distribut…",IT Jobs
R&D Senior Manager (Embedded Software Engineering),Peoplefy,"Bangalore, Karnataka","Hello, Hiring | R&D Senior Manager – Embedded Software Engineering | Bengaluru Location: Bengaluru | Work Model: Work from Office – 5 Days | Experience: 12 Years | Role Type: Leadership  Hands-on Technical We are looking for a Technical Leader in Embedded Software Engineering to drive R&D initiatives focused on embedded controls algorithms and real-time systems for medical device products. This role will lead embedded software architecture, development, verification, and validation , while buil…",Engineering Jobs
Software Engineer I - Workday Integrations & Workday Reporting,Bristol Myers Squibb,"Hyderabad, Telangana","BMS Hyderabad is an integrated global hub where our work is focused on helping patients prevail over serious diseases by building sustainable and innovative solutions. This important science, technology, and innovation center will support a range of technology and drug development activities that will help us usher in the next wave of innovation. Position Summary: The Software Engineer, Workday Integrations and Reporting will be responsible for managing the Workday integrations. This role will …",IT Jobs
Leading Associate Vice President - Software Engineering Manager,Deutsche Börse Group,"Hyderabad, Telangana","About Deutsche Börse Group: Headquartered in Frankfurt, Germany, Deutsche Börse Group is a leading international exchange organization and market infrastructure provider. They empower investors, financial institutions, and companies by facilitating access to global capital markets. Their India center is located in Hyderabad, serves as a key strategic hub and comprises Indias top-tier tech talent. They focus on crafting advanced IT solutions that elevate market infrastructure and services. Deuts…",IT Jobs
Staff Software Engineer - SRE / DevOps [T500-25464],ANSR,"Bangalore, Karnataka","ANSR is hiring for one of its clients. About ANSR MedTech: Who We Are: ANSR MedTech Capability Center is a new global innovation hub being established in India for a Fortune 100 Fastest-Growing Company in the MedTech sector. Built in partnership with ANSR, the center draws on ANSR’s proven experience in establishing and scaling high-performance Global Capability Centers (GCCs) for leading global enterprises. ANSR MedTech center brings together world-class engineering, product, and technology ta…",IT Jobs
Associate Vice President Senior Lead Software Engineer,Deutsche Börse Group,"Hyderabad, Telangana","Job Description: About Deutsche Börse Group: Headquartered in Frankfurt, Germany, Deutsche Börse Group is a leading international exchange organization and market infrastructure provider. They empower investors, financial institutions, and companies by facilitating access to global capital markets. Their India center is located in Hyderabad, serves as a key strategic hub and comprises Indias top-tier tech talent. They focus on crafting advanced IT solutions that elevate market infrastructure an…",IT Jobs
Software Engineer - Data & AI Platform [T500-25452],ANSR,"Bangalore, Karnataka","ANSR is hiring for one of its clients. ABOUT UNDER ARMOUR: Our story is a classic American entrepreneurial journey, born from a simple, unmet need identified by an athlete. In 1996, founder Kevin Plank, then captain of the University of Maryland football team, set out to solve the problem of sweat-soaked cotton shirts by creating a moisture-wicking synthetic alternative. That innovation – HeatGear – redefined the athletic base layer and laid the foundation for what is today a global leader in p…",IT Jobs
Lead Software Engineer - SAP Basis [T500-24976],ANSR,"Bangalore, Karnataka","ANSR is hiring for one of its clients. ABOUT UNDER ARMOUR: Our story is a classic American entrepreneurial journey, born from a simple, unmet need identified by an athlete. In 1996, founder Kevin Plank, then captain of the University of Maryland football team, set out to solve the problem of sweat-soaked cotton shirts by creating a moisture-wicking synthetic alternative. That innovation – Heat Gear – redefined the athletic base layer and laid the foundation for what is today a global leader in …",IT Jobs
Lead Software Engineer - SAP Integration [T500-24975],ANSR,"Bangalore, Karnataka","ANSR is hiring for one of its clients. ABOUT UNDER ARMOUR: Our story is a classic American entrepreneurial journey, born from a simple, unmet need identified by an athlete. In 1996, founder Kevin Plank, then captain of the University of Maryland football team, set out to solve the problem of sweat-soaked cotton shirts by creating a moisture-wicking synthetic alternative. That innovation – HeatGear – redefined the athletic base layer and laid the foundation for what is today a global leader in p…",IT Jobs
"Senior Software Engineer, Long Range Supply Planning",Bristol Myers Squibb,"Hyderabad, Telangana","Position Summary At BMS, digital innovation and Information Technology are central to our vision of transforming patients lives through science. To accelerate our ability to serve patients around the world, we must unleash the power of technology.? We are committed to being at the forefront of transforming the way medicine is made and delivered by harnessing the power of computer and data science, artificial intelligence, and other technologies to promote scientific discovery, faster decision m…",IT Jobs
"Senior Manager, Principal Software Engineer Finite Scheduling",Bristol Myers Squibb,"Hyderabad, Telangana","Working With Us Challenging. Meaningful. Life-changing. Those arent words that are usually associated with a job. But working at Bristol Myers Squibb is anything but usual. Here, uniquely interesting work happens every day, in every department. From optimizing a production line to the latest breakthroughs in cell therapy, this is work that transforms the lives of patients, and the careers of those who do it. Youll get the chance to grow and thrive through opportunities uncommon in scale and sco…",IT Jobs
Software Automation Engineer,Summit Consulting Services,"Hyderabad, Telangana","Job Title : Software Automation Engineer Essential Responsibilities and Duties Develop and maintain automated testing solutions to support the application development ecosystem Build and maintain automated test libraries and utilities using Playwright and TypeScript. Develop and support automated testing across: Internal browser-based applications, Native mobile apps (iOS/Android), RESTful APIs and backend services. Consume Gherkin-style test cases and implement them in the test framework. Deve…",IT Jobs
Software Test Engineer,AQM Technologies,"Mumbai, Maharashtra"," Immediate Hiring | Manual Testers – Fire Insurance Domain  We are urgently looking for Immediate Joiners with experience in Manual Testing and Fire Insurance domain only. ✅ Experience in Manual Testing (Functional / SIT / UAT / Regression) ✅ Mandatory domain experience in Fire Insurance ✅ Exposure to Fire Policy, Underwriting or Fire Claims preferred ✅ Immediate to 15 days joiners only  Location: Mumbai Interested candidates can share their profile at vishal.mandhre@aqmtechnologies.com Hiring …",Accounting & Finance Jobs
"Principal Software Engineer-Product Security, SDL & Threat Modeling",Dell Technologies,"Bangalore, Karnataka","Principal Software Engineer The Software Engineering team delivers next-generation application enhancements and new products for a changing world. Working at the cutting edge, we design and develop software for platforms, peripherals, applications and diagnostics — all with the most advanced technologies, tools, software engineering methodologies and the collaboration of internal and external partners. Join us to do the best work of your career and make a profound social impact as a Software Pr…",IT Jobs
Software Engineer ( C++/ Linux Kernel / Storage / Distributed Systems),Central Business Solutions Inc.,India,"We are hiring an experienced Software Engineer ( C++/ Linux Kernel / Storage / Distributed Systems) to work on core infrastructure powering large-scale data platforms at Client's. This role focuses on low-level systems engineering, including Linux kernel, storage systems, and distributed architecture. You will be solving complex problems in file systems, IO stack, clustering, and system performance at scale. Job Title: Software Engineer ( C++/ Linux Kernel / Storage / Distributed Systems) Locat…",IT Jobs
"Senior Software Engineer – (Python, AI/ML & Generative AI)",Programmers.io,"Hyderabad, Telangana","Job Description: Job Title: Senior Software Engineer – (Python, AI/ML & Generative AI) Shift Timings: Should be available till 9-9:30 PM IST Location: PAN INDIA Remote, Jaipur, Hyderabad, Pune, hybrid Experience Required: 5 - 7 Years We are seeking an experienced Senior Software Engineer – AI/ML & Generative AI to design, develop, and deploy intelligent, cloud-native solutions. The ideal candidate will have strong hands-on expertise in machine learning, generative AI, cloud platforms (Azure/AWS…",IT Jobs
Lead Software Engineer – Platform Engineering (AI-Enabled Systems),iCliniq,"Coimbatore, Tamil Nadu","iCliniq is a pioneering global healthcare technology company committed to democratizing access to world class medical care. Our mission is to leverage cutting-edge technology to ensure everyone, regardless of location, has access to top-tier healthcare services. By integrating innovative AI solutions and telemedicine, we bridge the gap between patients and healthcare professionals, delivering seamless, efficient medical care worldwide. iCliniq leverages artificial intelligence to enhance the sc…",IT Jobs
Senior Software Engineer - Data Engineer - Data & ML Engineering,Bristol Myers Squibb,"Hyderabad, Telangana","BMS Hyderabad is an integrated global hub where our work is focused on helping patients prevail over serious diseases by building sustainable and innovative solutions. This important science, technology, and innovation center will support a range of technology and drug development activities that will help us usher in the next wave of innovation. Position: Senior Software Engineer - Data Engineer - Data & ML Engineering Location : Hyderabad, India At Bristol Myers Squibb, we are inspired by a s…",IT Jobs
Senior Software Engineer I - 2026_410 /2026_412,Marriott Tech Accelerator,"Hyderabad, Telangana","About Us: Marriott International Inc., headquartered in Bethesda, Maryland, USA, was founded in May 1927 by J. Willard Marriott and Alice S. Marriott with a modest nine-seat A&W root beer stand. Guided by the family's leadership and core principles, Marriott International today has grown into a global hospitality giant, operating approximately 9,000 properties and over 30 leading brands in more than 140 countries and territories. From such humble beginnings to becoming the worlds largest hotel …",IT Jobs
C++ Software Engineer (CNC Controller - LinuxCNC/EtherCAT/Qt),Motax Solutions Pvt Ltd,"Mumbai, Maharashtra","We are seeking a highly experienced Senior Software Engineer to drive the development of our next‑generation machine control software. In this role, you will leverage your 7 to 10 years of experience in embedded Linux, C/C++, and advanced control theory to architect systems that combine real‑time motion control, industrial EtherCAT communication, and intuitive operator interfaces. This position is ideal for a seasoned engineer who thrives at the intersection of software and hardware, enjoys sol…",IT Jobs
Software Engineer - Backend (IIT/NIT/BITS/DTU/VIT),GoodScore,"Bangalore, Karnataka","About GoodScore : GoodScore is a leading credit score management app that empowers over 5 million Indians to build their credit score to 750. We are one of the youngest apps in the top 20 finance apps in India. Powered by RBI-authorized credit bureaus Experian and CRIF High Mark, GoodScore provides comprehensive credit monitoring and improvement solutions. Our app delivers personalized credit insights through detailed video analysis and step-by-step improvement plans. Users can regularly check …",IT Jobs
Senior Software Engineer - Cloud Infrastructure Reliability [T500-25052],ANSR,"Bangalore, Karnataka","ANSR is hiring for one of its clients. ABOUT UNDER ARMOUR: Our story is a classic American entrepreneurial journey, born from a simple, unmet need identified by an athlete. In 1996, founder Kevin Plank, then captain of the University of Maryland football team, set out to solve the problem of sweat-soaked cotton shirts by creating a moisture-wicking synthetic alternative. That innovation – HeatGear – redefined the athletic base layer and laid the foundation for what is today a global leader in p…",IT Jobs
Senior Software Engineer (Python  fastapi  AWS  Generative Ai)),Programmers.io,"Hyderabad, Telangana","We at Programmers.io are looking for a Python Developer skilled in Python, Fast api, RAG, PostgreSQL Work Location - Remote (Hybrid for Jaipur and Hyderabad) Experience - 5-12 years Skills Required - Python, Fast API, RAG, Gen Ai Notice Period - Immediate or serving JOB DESCRIPTION Required Technical Skills AI/ML & Generative AI Development Design and implement end-to-end AI/ML pipelines , from business understanding to deployment. Develop Generative AI solutions using LLMs (OpenAI/Azure OpenAI…",IT Jobs
Senior Software Engineer (Python  fastapi  AWS  Generative Ai)),Programmers.io,"Noida, Ghaziabad","We at Programmers.io are looking for a Python Developer skilled in Python, Fast api, RAG, PostgreSQL Work Location - Remote (Hybrid for Jaipur and Hyderabad) Experience - 5-12 years Skills Required - Python, Fast API, RAG, Gen Ai Notice Period - Immediate or serving JOB DESCRIPTION Required Technical Skills AI/ML & Generative AI Development Design and implement end-to-end AI/ML pipelines , from business understanding to deployment. Develop Generative AI solutions using LLMs (OpenAI/Azure OpenAI…",IT Jobs
"Engineer, Software",TMUS Global Solutions,"Hyderabad, Telangana","About the Role: Engineer, SW - Platform is responsible for designing, developing, and automating T-Mobiles data and infrastructure platforms that enable analytics and software delivery across the enterprise. This role builds resilient, scalable, cloud-native systems that integrate software engineering, infrastructure, and operations to drive automation, efficiency, and reliability. The engineer develops infrastructure as code, orchestrates workflows, and creates reusable services and tools that…",IT Jobs
"Engineer, Software",TMUS Global Solutions,"Hyderabad, Telangana","About the Role At T-Mobile, we dont just build software we build the future of customer love. As a Full Stack Software Engineer, youll create cloud-native, end-to-end solutions that power amazing digital experiences. Youll own projects from design to deployment, collaborate with passionate teammates, and constantly grow your skills in an environment that values innovation, inclusivity, and doing things the right way. Were not just hiring you for a job. Were inviting you to dream big, deliver bo…",IT Jobs
Engineer Software,Albertsons Companies India,"Bangalore, Karnataka","Position Title: Engineer Software-ReactNativeMobile Developer Job Description: Roles & responsibilities: Architect and build mobile UI infrastructure usingReactNative Create reusable UI components from wireframes or prototypes Integrate third-party services and APIs (REST, GraphQL, WebSockets) Work withnativemodules when required Optimize app performance across iOS and Android Write and maintain unit and integration tests Collaborate with UI/UX designers, backend, and QA teams Participate in co…",IT Jobs
Engineer Software,Albertsons Companies India,"Bangalore, Karnataka","PositionTitle:Engineer Software- Fullstack Job Description: Weareexcited toannounceanopeningofEngineerSoftwareatACI. Please find below the details of the role and its responsibilities. Skills Required: Java, JavaScript, MySQL, PostgreSQL, HTML, CSS, React/Angular, Spring Boot, MongoDB, IntelliJ, GitHub, GitHub Copilot, JUnit, Mockito, Webflux. Experience Range: 1 - 3 years Job Description: PositionTitle: EngineerSoftware Job Description: Roles & responsibilities: Assistswiththedesign/developmen…",IT Jobs
Senior Software Engineer- PHP - Global SaaS Product now in India!,CareerXperts Consulting,"Hyderabad, Telangana","Senior Software Engineer We are looking for a Senior Software Engineer to join a global engineering team. This role requires a strong problem solver with a product-oriented mindset , capable of building high-performing, scalable, and secure applications. As a senior engineer, you will contribute across the entire software development lifecycle , partnering closely with Product, Design, Quality, Platform, and Security teams to design and deliver well-architected solutions. You will play a key ro…",IT Jobs
JD Edwards Enterprise One Software Engineer/ JDE Technical Consultant,HNR Tech,"Mumbai, Maharashtra","Job Overview We are hiring an experienced JD Edwards EnterpriseOne Software Engineer/ JDE Technical Consultant for an exciting opportunity with one of our prominent US clients in the automotive distribution sector. This is a fully remote role requiring availability aligned with EST working hours. About the Role You will be responsible for the design, development, and testing of enterprise applications built on the JD Edwards EnterpriseOne platform. You will work closely with internal functional…",IT Jobs
"Senior Software Engineer, SAP ABAP Developer - Cloud Application Programming",Bristol Myers Squibb,"Hyderabad, Telangana","The Senior Software Engineer, SAP ABAP developer should have experience delivering full lifecycle projects in SAP S/4HANA or other SAP systems such as Portfolio and Project Management, Governance Risk and Compliance, Advanced Track and Trace, and Global Trade Services. You will be supporting BMS business processes by developing, maintaining and optimizing code across various SAP landscapes as well as working in the latest SAP technology in the SAP Business Technology Platform. If you want an ex…",IT Jobs
Senior Software Engineer AEM Front-End Lead {AEM & CSS},Bristol Myers Squibb,"Hyderabad, Telangana",The AEM Front-End Lead should have a solid understanding of web development processes from inception to deployment along with a strong skill set of software architecture design pattern. This role will require excellent problem-solving skills and flexibility due to the changing needs of the business. This individual should be able to translate our customer needs into functional and appealing websites and aspire to combine usability and accessibility with visual designs. This role should be able …,IT Jobs
Senior Software Data Engineer,HME,"Bangalore, Karnataka","Senior Software Data Engineer Job Description About HME: For over 50 years, HME has created industry-leading products and services, beginning with the first wireless microphone for the professional audio market in 1974. Today, HME continues to innovate across multiple industries, delivering reliable, high-quality solutions that enable seamless connectivity and communication. HME values people beyond resumes, encouraging diverse ideas, collaboration, and a strong culture of quality, safety, and …",IT Jobs
Software Test Engineer (SONIC),Arista Networks,"Bangalore, Karnataka","Job Description Who You’ll Work With You’ll collaborate closely with software developers, working side by side to ensure robust and high-quality product releases. You’ll engage with field-facing teams to understand customer deployments and feedback, representing customer use-cases directly to engineering teams. As a test expert, you’ll also work with networking experts to validate platform integration, scalability, and performance. Additionally, you will interact with product managers and techn…",IT Jobs
"R&D Senior Manager, Subject Matter Expert (SME) - Software Engineering",Peoplefy,"Bangalore, Karnataka","Hello, Hiring: R&D Senior Manager – Software Engineering (SME) | Bengaluru Location: Bengaluru | Work Model: Work from Office – 5 Days | Experience: 12 Years | Role Type: Leadership  Hands-on Technical SME We are looking for an experienced R&D Senior Manager – Software Engineering who will lead software engineering strategy, drive delivery excellence, and build high-performing engineering teams while ensuring high-quality software aligned with regulatory, security, and product requirements. Med…",IT Jobs
Senior Software Engineer - Data Engineer - Data & ML Engineering (AWS & Glue),Bristol Myers Squibb,"Hyderabad, Telangana","BMS Hyderabad is an integrated global hub where our work is focused on helping patients prevail over serious diseases by building sustainable and innovative solutions. This important science, technology, and innovation center will support a range of technology and drug development activities that will help user in the next wave of innovation. Position: Senior Software Engineer - Data Engineer - Data & ML Engineering Location: Hyderabad, India At Bristol Myers Squibb, we are inspired by a single…",IT Jobs
Senior II Software Engineer: 4 yrs (Python / APIs / RabbitMQ / Celery / Docker), Mangalore Infotech Solutions Private Limited,India,"Location: Mangalore - India Summary We are looking for a highly skilled Senior II - Software Engineer who can drive end-to-end development, ensure high code quality, and contribute to system architecture design. The ideal candidate should have expertise in software development, DevSecOps, and CI/CD practices while mentoring junior developers and optimizing production deployments. About the Job Our company creates some of the world’s most cutting-edge software solutions in the legal industry. We…",IT Jobs
"Senior Manager, Principal software Engineer Supply chain planning [SAP IBP & Kinaxis]",Bristol Myers Squibb,"Hyderabad, Telangana","Job Description: Senior Software Engineer, Supply Chain Planning Working With Us Challenging. Meaningful. Life-changing. Those arent words that are usually associated with a job. But working at Bristol Myers Squibb is anything but usual. Here, uniquely interesting work happens every day, in every department. From optimizing a production line to the latest breakthroughs in cell therapy, this is work that transforms the lives of patients, and the careers of those who do it. Youll get the chance t…",IT Jobs
"Software Engineer II, GPS Global Technical Services IT Systems {BRIT & Maximo}",Bristol Myers Squibb,"Hyderabad, Telangana","The Software Engineer II for GPS Global Technical Services (GTS) IT Systems plays a crucial role in delivering IT capabilities and services that support our GTS functions, primarily asset management. You will work collaboratively with colleagues to understand their information technology and digital enablement needs. This role involves interpreting business requirements from various business units and functional groups and translating them into delivered technical solutions. Additionally, you w…",IT Jobs
